##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X;;
PROV1620;コロニア;ヤップ島;;;;;;;;;;;X
PROV1621;マルキョク;バベルダオブ島/パラオ;;;;;;;;;;;X
PROV1622;ホニアラ;ガダルカナル島;;;;;;;;;;;X
PROV1623;ヴァルデンブルク;;;;;;;;;;X;;
PROV1624;アガナ;グアム島;;;;;;;;;;;X
PROV1625;ソンソン;ロタ島;;;;;;;;;;;X
PROV1626;テニアン島;;;;;;;;;;X;;
PROV1627;チャランカノア;サイパン島;;;;;;;;;;;X
PROV1628;チレゴン;;;;;;;;;;X;;
PROV1629;バンドン;;;;;;;;;;X;;
PROV1630;チレボン;;;;;;;;;;X;;
PROV1631;ジョグジャカルタ;;;;;;;;;;X;;
PROV1632;スラバヤ;;;;;;;;;;X;;
PROV1633;マラン;;;;;;;;;;X;;
PROV1634;バンカラン;マドゥラ島;;;;;;;;;;;X
PROV1635;シガラジャ;;;;;;;;;;X;;
PROV1636;イルワキ;タニンバル諸島;;;;;;;;;;;X
PROV1637;ビマ;スンバワ島;;;;;;;;;;;X
PROV1638;ワインガプ;スンバ島;;;;;;;;;;;X
PROV1639;マウメレ;フローレス島;;;;;;;;;;;X
PROV1640;マカッサル;;;;;;;;;;X;;
PROV1641;サンピト;;;;;;;;;;X;;
PROV1642;ポンティアナック;;;;;;;;;;X;;
PROV1643;ブザンソン;;;;;;;;;;X;;
PROV1644;クチン;;;;;;;;;;X;;
PROV1645;バコン;;;;;;;;;;X;;
PROV1646;バンダルスリブガワン;ブルネイ;;;;;;;;;;;X
PROV1647;ジェッセルトン;コタキナバル;;;;;;;;;;;X
PROV1648;タラカン;;;;;;;;;;X;;
PROV1649;バリクパパン;;;;;;;;;;X;;
PROV1650;バンジャルマシン;;;;;;;;;;X;;
PROV1651;パル;;;;;;;;;;X;;
PROV1652;ケンダリ;;;;;;;;;;X;;
PROV1653;マナド;;;;;;;;;;X;;
PROV1654;テルナテ;マルク諸島;;;;;;;;;;;X
PROV1655;カイェリ;ブル島;;;;;;;;;;;X
PROV1656;アンボン島;;;;;;;;;;X;;
PROV1657;クパン;;;;;;;;;;X;;
PROV1658;ディリ;東ティモール;;;;;;;;;;;X
PROV1659;マノクワリ;;;;;;;;;;X;;
PROV1660;ファク・ファク;;;;;;;;;;X;;
PROV1661;バンダールランプン;;;;;;;;;;X;;
PROV1662;ワキア;;;;;;;;;;X;;
PROV1663;メダン;;;;;;;;;;X;;
PROV1664;アンソース;;;;;;;;;;X;;
PROV1665;ホランディア;;;;;;;;;;X;;
PROV1666;ラエ;;;;;;;;;;X;;
PROV1667;マウントハーゲン;;;;;;;;;;X;;
PROV1668;ロレンガウ;マヌス島;;;;;;;;;;;X
PROV1669;カヴィエン;ニューアイルランド島;;;;;;;;;;;X
PROV1670;ココポ;ラバウル/ニューブリテン島;;;;;;;;;;;X
PROV1671;キンベ;ニューブリテン島;;;;;;;;;;;X
PROV1672;ポポンデッタ;;;;;;;;;;X;;
PROV1673;ビラブ;;;;;;;;;;X;;
PROV1674;メラウケ;;;;;;;;;;X;;
PROV1675;ダル;;;;;;;;;;X;;
PROV1676;ブール＝ガン＝ブレス;;;;;;;;;;X;;
PROV1677;ポートモレスビー;;;;;;;;;;X;;
PROV1678;メンディ;;;;;;;;;;X;;
PROV1679;キウンガ;;;;;;;;;;X;;
PROV1680;ケレマ;;;;;;;;;;X;;
PROV1681;ウェワク;;;;;;;;;;X;;
PROV1682;アラワ;ブーゲンビル島;;;;;;;;;;;X
PROV1683;ギゾ;コロンバンガラ島;;;;;;;;;;;X
PROV1684;アウキ;マライタ島;;;;;;;;;;;X
PROV1685;ラタ;;;;;;;;;;X;;
PROV1686;ヤレン;ナウル;;;;;;;;;;;X
PROV1687;イサンゲル;タンナ島;;;;;;;;;;;X
PROV1688;ポートビラ;エファテ島;;;;;;;;;;;X
PROV1689;ルーガンビル;エスピリトゥサント島;;;;;;;;;;;X
PROV1690;ラカトロ;マレクラ島;;;;;;;;;;;X
PROV1691;リフー島;;;;;;;;;;X;;
PROV1692;ヌメア;;;;;;;;;;X;;
PROV1693;ケアンズ;;;;;;;;;;X;;
PROV1694;マドラス;;;;;;;;;;X;;
PROV1695;グントゥール;;;;;;;;;;X;;
PROV1696;タウンズビル;;;;;;;;;;X;;
PROV1697;マウントアイザ;;;;;;;;;;X;;
PROV1698;ロックハンプトン;;;;;;;;;;X;;
PROV1699;ナーシク;;;;;;;;;;X;;
PROV1700;トゥウンバ;;;;;;;;;;X;;
PROV1701;ジャムシェードプル;;;;;;;;;;X;;
PROV1702;キャサリン;;;;;;;;;;X;;
PROV1703;ダーウィン;;;;;;;;;;X;;
PROV1704;アリス・スプリングズ;;;;;;;;;;X;;
PROV1705;アムリトサル;;;;;;;;;;X;;
PROV1706;ブルーム;;;;;;;;;;X;;
PROV1707;ポート・ヘッドランド;;;;;;;;;;X;;
PROV1708;カナーヴォン;;;;;;;;;;X;;
PROV1709;ジェラルトン;;;;;;;;;;X;;
PROV1710;ノーサム;;;;;;;;;;X;;
PROV1711;パース;;;;;;;;;;X;;
PROV1712;コリー;;;;;;;;;;X;;
PROV1713;アルバニー;西オーストラリア;;;;;;;;;;;X
PROV1714;アリカンテ;;;;;;;;;;X;;
PROV1715;ニューキャッスル;;;;;;;;;;X;;
PROV1716;カルグーリー;;;;;;;;;;X;;
PROV1717;ポートリンカーン;;;;;;;;;;X;;
PROV1718;アデレード;;;;;;;;;;X;;
PROV1719;ポートオーガスタ;;;;;;;;;;X;;
PROV1720;セント・ヘリア;チャンネル諸島;;;;;;;;;;;X
PROV1721;ウダイプル;;;;;;;;;;X;;
PROV1722;ブリスベン;;;;;;;;;;X;;
PROV1723;シドニー;;;;;;;;;;X;;
PROV1724;ウロンゴン;;;;;;;;;;X;;
PROV1725;ウォガウォガ;;;;;;;;;;X;;
PROV1726;サンタンデール;;;;;;;;;;X;;
PROV1727;キャンベラ;;;;;;;;;;X;;
PROV1728;マザー;;;;;;;;;;X;;
PROV1729;ホバート;;;;;;;;;;X;;
PROV1730;メルボルン;;;;;;;;;;X;;
PROV1731;ムザファラバード;;;;;;;;;;X;;
PROV1732;ジーロング;;;;;;;;;;X;;
PROV1733;ローブ;;;;;;;;;;X;;
PROV1734;テルエル;;;;;;;;;;X;;
PROV1735;プエルト・プリンセサ;パラワン島;;;;;;;;;;;X
PROV1736;カラパン;ミンドロ島;;;;;;;;;;;X
PROV1737;マニラ;;;;;;;;;;X;;
PROV1738;オロンガポ;;;;;;;;;;X;;
PROV1739;カバナトゥアン;;;;;;;;;;X;;
PROV1740;バギオ;;;;;;;;;;X;;
PROV1741;トゥゲガラオ;カガヤン;;;;;;;;;;;X
PROV1742;レガスピ;;;;;;;;;;X;;
PROV1743;ホロ島;;;;;;;;;;X;;
PROV1744;カルバヨグ;サマール島;;;;;;;;;;;X
PROV1745;タクロバン;レイテ島;;;;;;;;;;;X
PROV1746;イロイロ;パナイ島;;;;;;;;;;;X
PROV1747;セブ;セブ島;;;;;;;;;;;X
PROV1748;ザンボアンガ;ミンダナオ島;;;;;;;;;;;X
PROV1749;カガヤン・デ・オロ;ミンダナオ島;;;;;;;;;;;X
PROV1750;ダバオ;ミンダナオ島;;;;;;;;;;;X
PROV1751;アロフィ;ニウエ島;;;;;;;;;;;X
PROV1752;マタウトゥ;ウォリス・フツナ;;;;;;;;;;;X
PROV1753;アピア;サモア;;;;;;;;;;;X
PROV1754;ヌクノノ;;;;;;;;;;X;;
PROV1755;パゴパゴ;米領サモア;;;;;;;;;;;X
PROV1756;ヌクアロファ;トンガ;;;;;;;;;;;X
PROV1757;ドボ;アルー諸島;;;;;;;;;;;X
PROV1758;コーチ;;;;;;;;;;X;;
PROV1759;カントン;;;;;;;;;;X;;
PROV1760;メイヤートン;;;;;;;;;;X;;
PROV1761;リキテア;;;;;;;;;;X;;
PROV1762;ルンダエ;;;;;;;;;;X;;
PROV1763;ミラーズヴィル;ジャーヴィス島;;;;;;;;;;;X
PROV1764;ロンドン;キリスィマスィ島;;;;;;;;;;;X
PROV1765;パルミラ;;;;;;;;;;X;;
PROV1766;ジョンソン島;;;;;;;;;;X;;
PROV1767;ロト;;;;;;;;;;X;;
PROV1768;アバイアン;;;;;;;;;;X;;
PROV1769;パペーテ;タヒチ島;;;;;;;;;;;X
PROV1770;タイオハエ;ヌクヒバ島;;;;;;;;;;;X
PROV1771;ウフタ;;;;;;;;;;X;;
PROV1772;ソリカムスク;;;;;;;;;;X;;
PROV1773;ペルミ;;;;;;;;;;X;;
PROV1774;キーロフ;;;;;;;;;;X;;
PROV1775;ゼレノドーリスク;;;;;;;;;;X;;
PROV1776;チェボクサルイ;;;;;;;;;;X;;
PROV1777;サランスク;;;;;;;;;;X;;
PROV1778;トリヤッチ;;;;;;;;;;X;;
PROV1779;シュトルプ;;;;;;;;;;X;;
PROV1780;カザン;;;;;;;;;;X;;
PROV1781;ナーベレジヌイェ・チェルヌイ;;;;;;;;;;X;;
PROV1782;イジェフスク;;;;;;;;;;X;;
PROV1783;ヨシュカル・オラ;;;;;;;;;;X;;
PROV1784;小笠原諸島;;;;;;;;;;X;;
PROV1785;南鳥島;;;;;;;;;;X;;
PROV1786;ウェーク島;;;;;;;;;;X;;
PROV1787;ラシート;;;;;;;;;;X;;
PROV1788;レザーイーイェ;オルーミーイェ;;;;;;;;;;;X
PROV1789;ケルマーンシャー;;;;;;;;;;X;;
PROV1790;ナーシリーヤ;;;;;;;;;;X;;
PROV1791;カルバラ;;;;;;;;;;X;;
PROV1792;ダマスクス;;;;;;;;;;X;;
PROV1793;タラブルス;トリポリ;;;;;;;;;;;X
PROV1794;ベイルート;;;;;;;;;;X;;
PROV1795;ゴラン;;;;;;;;;;X;;
PROV1796;アンマン;;;;;;;;;;X;;
PROV1797;ヨルダン川西岸;;;;;;;;;;X;;
PROV1798;テルアビブ;;;;;;;;;;X;;
PROV1799;ガザ;;;;;;;;;;X;;
PROV1800;エルアリシュ;;;;;;;;;;X;;
PROV1801;シャルムエルシェイク;;;;;;;;;;X;;
PROV1802;マアーン;;;;;;;;;;X;;
PROV1803;カラク;;;;;;;;;;X;;
PROV1804;メディナ;;;;;;;;;;X;;
PROV1805;ジャウフ;;;;;;;;;;X;;
PROV1806;ナジャフ;;;;;;;;;;X;;
PROV1807;リヤド;;;;;;;;;;X;;
PROV1808;ジャウフ;;;;;;;;;;X;;
PROV1809;メッカ;マッカ・アル＝ムカッラマ;;;;;;;;;;;X
PROV1810;ドイチェ・クローネ;;;;;;;;;;X;;
PROV1811;アレンシュタイン;;;;;;;;;;X;;
PROV1812;サナー;;;;;;;;;;X;;
PROV1813;アデン;;;;;;;;;;X;;
PROV1814;ムカーラ;;;;;;;;;;X;;
PROV1815;ハディブ;ソコトラ島;;;;;;;;;;;X
PROV1816;ポート・ビクトリア;;;;;;;;;;X;;
PROV1817;マレ;モルディブ;;;;;;;;;;;X
PROV1818;フフーフ;;;;;;;;;;X;;
PROV1819;マスカット;;;;;;;;;;X;;
PROV1820;ムババーネ;;;;;;;;;;X;;
PROV1821;ダンマン;;;;;;;;;;X;;
PROV1822;クウェートシティ;;;;;;;;;;X;;
PROV1823;バスラ;;;;;;;;;;X;;
PROV1824;アマラ;;;;;;;;;;X;;
PROV1825;ハマダーン;;;;;;;;;;X;;
PROV1826;シーラーズ;;;;;;;;;;X;;
PROV1827;ドザンコイ;;;;;;;;;;X;;
PROV1828;ブグルスラン;;;;;;;;;;X;;
PROV1829;ヴォリスク;;;;;;;;;;X;;
PROV1830;クイビシェフ;サマラ;;;;;;;;;;;X
PROV1831;ペンザ;;;;;;;;;;X;;
PROV1832;サラトフ;;;;;;;;;;X;;
PROV1833;コテリニコヴォ;;;;;;;;;;X;;
PROV1834;カムイシン;;;;;;;;;;X;;
PROV1835;ニコラエフスク;;;;;;;;;;X;;
PROV1836;ヴォルシスキー;;;;;;;;;;X;;
PROV1837;ハサヴュールト;;;;;;;;;;X;;
PROV1838;アストラハン;;;;;;;;;;X;;
PROV1839;エンゲルス;;;;;;;;;;X;;
PROV1840;クラスノカムスク;;;;;;;;;;X;;
PROV1841;コストラマ;;;;;;;;;;X;;
PROV1842;ヴォロシロフスク;アルチェフスク;;;;;;;;;;;X
PROV1843;ソチ;;;;;;;;;;X;;
PROV1844;ナリチク;;;;;;;;;;X;;
PROV1845;スフミ;;;;;;;;;;X;;
PROV1846;チェルケスク;;;;;;;;;;X;;
PROV1847;グロズヌイ;;;;;;;;;;X;;
PROV1848;クタイシ;;;;;;;;;;X;;
PROV1849;ウラジカフカス;;;;;;;;;;X;;
PROV1850;トビリシ;;;;;;;;;;X;;
PROV1851;ハッキャリ;;;;;;;;;;X;;
PROV1852;エルズルム;;;;;;;;;;X;;
PROV1853;エラズー;;;;;;;;;;X;;
PROV1854;ディヤルバクル;;;;;;;;;;X;;
PROV1855;ガズィアンテプ;;;;;;;;;;X;;
PROV1856;イェレヴァン;;;;;;;;;;X;;
PROV1857;マハチカラ;;;;;;;;;;X;;
PROV1858;ステパナケルト;;;;;;;;;;X;;
PROV1859;タブリーズ;;;;;;;;;;X;;
PROV1860;キルクーク;;;;;;;;;;X;;
PROV1861;ディルエッゾール;;;;;;;;;;X;;
PROV1862;アレッポ;;;;;;;;;;X;;
PROV1863;ヒムス;;;;;;;;;;X;;
PROV1864;アンバール;;;;;;;;;;X;;
PROV1865;バグダード;;;;;;;;;;X;;
PROV1866;クート;;;;;;;;;;X;;
PROV1867;ポンタ・デルガダ;アゾレス諸島;;;;;;;;;;;X
PROV1868;オークランド;;;;;;;;;;X;;
PROV1869;ネーピア;;;;;;;;;;X;;
PROV1870;ニュープリマス;;;;;;;;;;X;;
PROV1871;ウェリントン;;;;;;;;;;X;;
PROV1872;クライストチャーチ;;;;;;;;;;X;;
PROV1873;ダニーデン;;;;;;;;;;X;;
PROV1874;ポロツク;;;;;;;;;;X;;
PROV1875;ウォムジャ;;;;;;;;;;X;;
PROV1876;レジョノヴォ;;;;;;;;;;X;;
PROV1877;ミピ;;;;;;;;;;X;;
PROV1878;イーターナガル;;;;;;;;;;X;;
PROV1879;パイオニア破砕帯;;;;;;;;;;X;;
PROV1880;韶関;;;;;;;;;;;;X
PROV1881;ナザレ;;;;;;;;;;X;;
PROV1882;イルビド;;;;;;;;;;X;;
PROV1883;ニューヘブリデス海溝;;;;;;;;;;X;;
PROV1884;プシェムィシル;;;;;;;;;;X;;
PROV1885;サルニ;;;;;;;;;;X;;
PROV1886;ボル;;;;;;;;;;X;;
PROV1887;プレショフ;;;;;;;;;;X;;
PROV1888;チェスケー・ブジェヨヴィツェ;;;;;;;;;;X;;
PROV1889;コマルノ;;;;;;;;;;X;;
PROV1890;ベーケーシュチャバ;;;;;;;;;;X;;
PROV1891;ビハチ;;;;;;;;;;X;;
PROV1892;トラブニク;;;;;;;;;;X;;
PROV1893;クニン;;;;;;;;;;X;;
PROV1894;プリイェポリェ;;;;;;;;;;X;;
PROV1895;シャバツ;;;;;;;;;;X;;
PROV1896;クルシェバツ;;;;;;;;;;X;;
PROV1897;ルマ;;;;;;;;;;X;;
PROV1898;プーターオ;ビルマ;;;;;;;;;;;X
PROV1899;ミエルクレア・チュク;;;;;;;;;;X;;
PROV1900;ベーリング海峡西部;;;;;;;;;;X;;
PROV1901;アリューシャン海盆東部;;;;;;;;;;X;;
PROV1902;アリューシャン海盆南東部;;;;;;;;;;X;;
PROV1903;西昌;;;;;;;;;;;;X
PROV1904;アリューシャン海台西部;;;;;;;;;;X;;
PROV1905;ロ西;;;;;;;;;;;;X
PROV1906;マナーマ;;;;;;;;;;X;;
PROV1907;バクー;;;;;;;;;;X;;
PROV1908;マソアラ岬;;;;;;;;;;X;;
PROV1909;シェルブルック ;;;;;;;;;;X;;
PROV1910;沙市;;;;;;;;;;;;X
PROV1911;ルセ;;;;;;;;;;X;;
PROV1912;河源;;;;;;;;;;;;X
PROV1913;懐化;;;;;;;;;;;;X
PROV1914;永州;;;;;;;;;;;;X
PROV1915;ギルバート海山;;;;;;;;;;X;;
PROV1916;アリューシャン海溝北部;;;;;;;;;;X;;
PROV1917;アリューシャン海溝中部;;;;;;;;;;X;;
PROV1918;大理;;;;;;;;;;;;X
PROV1919;タフツ深海平原;;;;;;;;;;X;;
PROV1920;エイックエルブルグ海山;;;;;;;;;;X;;
PROV1921;長沙;;;;;;;;;;;;X
PROV1922;益陽;;;;;;;;;;;;X
PROV1923;台中;;;;;;;;;;;;X
PROV1924;コーンストック海山;;;;;;;;;;X;;
PROV1925;ハリス海山;;;;;;;;;;X;;
PROV1926;チヌークトラフ;;;;;;;;;;X;;
PROV1927;ハワイ海嶺西部;;;;;;;;;;X;;
PROV1928;普耳;;;;;;;;;;;;X
PROV1929;ハワイ海嶺中西部;;;;;;;;;;X;;
PROV1930;マレー断裂帯西部;;;;;;;;;;X;;
PROV1931;メンデレスゾーン海山;;;;;;;;;;X;;
PROV1932;マレー断裂帯東部;;;;;;;;;;X;;
PROV1933;メンドシノ断裂帯西部;;;;;;;;;;X;;
PROV1934;メンドシノ断裂帯東部;;;;;;;;;;X;;
PROV1935;パットン海底崖;;;;;;;;;;X;;
PROV1936;ショウ州;;;;;;;;;;;;X
PROV1937;竜岩;;;;;;;;;;;;X
PROV1938;興安;;;;;;;;;;;;X
PROV1939;黄岡;;;;;;;;;;;;X
PROV1940;セドロス海溝;;;;;;;;;;X;;
PROV1941;臨川;;;;;;;;;;;;X
PROV1942;モロカイ断裂帯東部;;;;;;;;;;X;;
PROV1943;モロカイ断裂帯西部;;;;;;;;;;X;;
PROV1944;フレンチフリゲート礁;;;;;;;;;;X;;
PROV1945;ハワイ海嶺中南部;;;;;;;;;;X;;
PROV1946;マゼラン海山列;;;;;;;;;;X;;
PROV1947;ハワイ海嶺南部;;;;;;;;;;X;;
PROV1948;マゼラン海山列西部;;;;;;;;;;X;;
PROV1949;マゼラン海山列東部;;;;;;;;;;X;;
PROV1950;マゼラン海山列南部;;;;;;;;;;X;;
PROV1951;ロツマ海嶺;;;;;;;;;;X;;
PROV1952;ギルバート・フェニックス海峡;;;;;;;;;;X;;
PROV1953;ライン諸島南部;;;;;;;;;;X;;
PROV1954;ライン諸島中部;;;;;;;;;;X;;
PROV1955;ライン諸島北部;;;;;;;;;;X;;
PROV1956;クラリオン断裂帯西部;;;;;;;;;;X;;
PROV1957;クリッパートン断裂帯極西部;;;;;;;;;;X;;
PROV1958;クリッパートン断裂帯西部;;;;;;;;;;X;;
PROV1959;クリッパートン断裂帯東部;;;;;;;;;;X;;
PROV1960;クリッパートン断裂帯極東部;;;;;;;;;;X;;
PROV1961;グァテマラ海盆南部;;;;;;;;;;X;;
PROV1962;グァテマラ海盆北部;;;;;;;;;;X;;
PROV1963;ペルー・チリ海溝北部;;;;;;;;;;X;;
PROV1964;六安;;;;;;;;;;;;X
PROV1965;巣湖;;;;;;;;;;;;X
PROV1966;塩城;;;;;;;;;;;;X
PROV1967;ペルー・チリ海溝中部;;;;;;;;;;X;;
PROV1968;ペルー海盆;;;;;;;;;;X;;
PROV1969;イースター断裂帯東部;;;;;;;;;;X;;
PROV1970;マルケサス断裂帯東部;;;;;;;;;;X;;
PROV1971;イースター断裂帯西部;;;;;;;;;;X;;
PROV1972;マルケサス断裂帯中部;;;;;;;;;;X;;
PROV1973;マルケサス断裂帯西部;;;;;;;;;;X;;
PROV1974;マニヒキ海台;;;;;;;;;;X;;
PROV1975;トンガ海溝北部;;;;;;;;;;X;;
PROV1976;ノーフォーク海嶺;;;;;;;;;;X;;
PROV1977;ケルマディック海溝;;;;;;;;;;X;;
PROV1978;景洪;;;;;;;;;;;;X
PROV1979;ルイビル海嶺西部;;;;;;;;;;X;;
PROV1980;トンガ海溝西部;;;;;;;;;;X;;
PROV1981;トンガ海溝東部;;;;;;;;;;X;;
PROV1982;ルイビル海嶺東部;;;;;;;;;;X;;
PROV1983;箇旧;;;;;;;;;;;;X
PROV1984;六盤水;;;;;;;;;;;;X
PROV1985;エルタニン断裂帯西部;;;;;;;;;;X;;
PROV1986;チャレンジャー断裂帯西部;;;;;;;;;;X;;
PROV1987;チャレンジャー断裂帯中部;;;;;;;;;;X;;
PROV1988;エルタニン断裂帯中部;;;;;;;;;;X;;
PROV1989;ウディンツェフ断裂帯東部;;;;;;;;;;X;;
PROV1990;エルタニン断裂帯東部;;;;;;;;;;X;;
PROV1991;チャレンジャー断裂帯東部;;;;;;;;;;X;;
PROV1992;フンボルト深海平原北西部;;;;;;;;;;X;;
PROV1993;ひっ節;;;;;;;;;;;;X
PROV1994;フンボルト深海平原南東部;;;;;;;;;;X;;
PROV1995;石首;;;;;;;;;;;;X
PROV1996;十堰;;;;;;;;;;;;X
PROV1997;宜昌;;;;;;;;;;;;X
PROV1998;フォークランド海台西部;;;;;;;;;;X;;
PROV1999;サウスジョージア海嶺西部;;;;;;;;;;X;;
PROV2000;都いん;;;;;;;;;;;;X
PROV2001;フォークランド海台東部;;;;;;;;;;X;;
PROV2002;サウスサンドウィッチ海溝西部;;;;;;;;;;X;;
PROV2003;サウスサンドウィッチ海溝東部;;;;;;;;;;X;;
PROV2004;アルゼンチン深海平原南東部;;;;;;;;;;X;;
PROV2005;アメリカ・南極海嶺;;;;;;;;;;X;;
PROV2006;大西洋・インド洋海嶺西部;;;;;;;;;;X;;
PROV2007;プレーン岬;;;;;;;;;;X;;
PROV2008;アルゴア湾;;;;;;;;;;X;;
PROV2009;大西洋・インド洋海嶺東部;;;;;;;;;;X;;
PROV2010;アガラス海台;;;;;;;;;;X;;
PROV2011;ワイルドコースト;;;;;;;;;;X;;
PROV2012;デラゴア湾;;;;;;;;;;X;;
PROV2013;ナタル海盆北部;;;;;;;;;;X;;
PROV2014;南西インド洋海嶺;;;;;;;;;;X;;
PROV2015;マダガスカル海盆南西部;;;;;;;;;;X;;
PROV2016;イニャンバネ湾;;;;;;;;;;X;;
PROV2017;ソファラ湾;;;;;;;;;;X;;
PROV2018;ツィリビヒナ河口;;;;;;;;;;X;;
PROV2019;カミシリ;;;;;;;;;;X;;
PROV2020;ナタル海盆東部;;;;;;;;;;X;;
PROV2021;モロニ;グランドコモロ島;;;;;;;;;;;X
PROV2022;マダガスカル海台南西部;;;;;;;;;;X;;
PROV2023;マナンブブ河口;;;;;;;;;;X;;
PROV2024;マムズ;マヨット島;;;;;;;;;;;X
PROV2025;マダガスカル海盆南東部;;;;;;;;;;X;;
PROV2026;マスカリン海台南部;;;;;;;;;;X;;
PROV2027;マスカリン海盆東部;;;;;;;;;;X;;
PROV2028;アンブル岬;;;;;;;;;;X;;
PROV2029;ボンベトカ湾;;;;;;;;;;X;;
PROV2030;ヴィラナンドロ岬;;;;;;;;;;X;;
PROV2031;ザンジバル海峡;;;;;;;;;;X;;
PROV2032;ソマリア沿岸南部;;;;;;;;;;X;;
PROV2033;マスカリン海盆西部;;;;;;;;;;X;;
PROV2034;マスカリン海台西部;;;;;;;;;;X;;
PROV2035;ソマリ海盆東部;;;;;;;;;;X;;
PROV2036;アラビア海盆南部;;;;;;;;;;X;;
PROV2037;アラビア海盆西部;;;;;;;;;;X;;
PROV2038;ハラニヤト湾;;;;;;;;;;X;;
PROV2039;グワダル湾;;;;;;;;;;X;;
PROV2040;オマーン湾;;;;;;;;;;X;;
PROV2041;ペルシャ湾;;;;;;;;;;X;;
PROV2042;インダス河口;;;;;;;;;;X;;
PROV2043;ガントク;;;;;;;;;;X;;
PROV2044;パドヴァバンク;;;;;;;;;;X;;
PROV2045;マラバル海岸;;;;;;;;;;X;;
PROV2046;ナインディグリー海峡;;;;;;;;;;X;;
PROV2047;マンナル湾;;;;;;;;;;X;;
PROV2048;中央インド洋海盆北部;;;;;;;;;;X;;
PROV2049;チャゴス・ラカディブ海台南部;;;;;;;;;;X;;
PROV2050;マスカリン海台東部;;;;;;;;;;X;;
PROV2051;中央インド洋海嶺北部;;;;;;;;;;X;;
PROV2052;中央インド洋海盆中部;;;;;;;;;;X;;
PROV2053;東経90度海嶺北部;;;;;;;;;;X;;
PROV2054;ベンガル湾南部;;;;;;;;;;X;;
PROV2055;ベンガル湾中部;;;;;;;;;;X;;
PROV2056;アンダマン海西部;;;;;;;;;;X;;
PROV2057;ポーク海峡;;;;;;;;;;X;;
PROV2058;クリシュナー河口;;;;;;;;;;X;;
PROV2059;ガンジス河口西部;;;;;;;;;;X;;
PROV2060;ガンジス河口東部;;;;;;;;;;X;;
PROV2061;マルタパン湾;;;;;;;;;;X;;
PROV2062;アンダマン海南部;;;;;;;;;;X;;
PROV2063;中央インド洋海嶺中部;;;;;;;;;;X;;
PROV2064;中央インド洋海嶺南部;;;;;;;;;;X;;
PROV2065;マダガスカル海盆南東部;;;;;;;;;;X;;
PROV2066;クロゼ海盆;;;;;;;;;;X;;
PROV2067;南東インド洋海嶺;;;;;;;;;;X;;
PROV2068;ブロークン海嶺西部;;;;;;;;;;X;;
PROV2069;ブロークン海嶺東部;;;;;;;;;;X;;
PROV2070;中央インド洋海盆南部;;;;;;;;;;X;;
PROV2071;東経90度海嶺南部;;;;;;;;;;X;;
PROV2072;アンダマン海東部;;;;;;;;;;X;;
PROV2073;マラッカ海峡北部;;;;;;;;;;X;;
PROV2074;タパヌリ湾;;;;;;;;;;X;;
PROV2075;ムンタワイ海峡;;;;;;;;;;X;;
PROV2076;ジャワ海溝中部;;;;;;;;;;X;;
PROV2077;スンダ海峡;;;;;;;;;;X;;
PROV2078;インベスティゲータ海嶺;;;;;;;;;;X;;
PROV2079;ワラビー海台;;;;;;;;;;X;;
PROV2080;ジャワ海溝南部;;;;;;;;;;X;;
PROV2081;ジャワ海溝東部;;;;;;;;;;X;;
PROV2082;北オーストラリア海盆;;;;;;;;;;X;;
PROV2083;キュビエ海台;;;;;;;;;;X;;
PROV2084;パース海盆;;;;;;;;;;X;;
PROV2085;カバラティ;ラクシャディープ諸島;;;;;;;;;;;X
PROV2086;西部大陸斜面;;;;;;;;;;X;;
PROV2087;ナチュラリスト岬;;;;;;;;;;X;;
PROV2088;シャーク湾;;;;;;;;;;X;;
PROV2089;エクスマウス湾;;;;;;;;;;X;;
PROV2090;エクスマウス海台;;;;;;;;;;X;;
PROV2091;コールカーター;;;;;;;;;;X;;
PROV2092;バレーリー;;;;;;;;;;X;;
PROV2093;東部大陸斜面;;;;;;;;;;X;;
PROV2094;パトナ;;;;;;;;;;X;;
PROV2095;サンディ湾;;;;;;;;;;X;;
PROV2096;ヘッドオブバイト;;;;;;;;;;X;;
PROV2097;スペンサー湾;;;;;;;;;;X;;
PROV2098;バス海峡西部;;;;;;;;;;X;;
PROV2099;ヴィジャヤワーダ;;;;;;;;;;X;;
PROV2100;バス海峡東部;;;;;;;;;;X;;
PROV2101;南ソロモン海溝東部;;;;;;;;;;X;;
PROV2102;ウェスト岬;;;;;;;;;;X;;
PROV2103;フォーボー海峡;;;;;;;;;;X;;
PROV2104;アイザウル;;;;;;;;;;X;;
PROV2105;ホーク湾;;;;;;;;;;X;;
PROV2106;ティルッチラーッパッリ;;;;;;;;;;X;;
PROV2107;ニューカレドニア海盆;;;;;;;;;;X;;
PROV2108;ノース岬;;;;;;;;;;X;;
PROV2109;ロードハウ海膨;;;;;;;;;;X;;
PROV2110;クック海峡;;;;;;;;;;X;;
PROV2111;ワメナ;;;;;;;;;;X;;
PROV2112;バイロン岬;;;;;;;;;;X;;
PROV2113;グレートバリアリーフ南西部;;;;;;;;;;X;;
PROV2114;グレートバリアリーフ南東部;;;;;;;;;;X;;
PROV2115;南ソロモン海溝中部;;;;;;;;;;X;;
PROV2116;グレートバリアリーフ北東部;;;;;;;;;;X;;
PROV2117;ソロモン海中部;;;;;;;;;;X;;
PROV2118;スロット;;;;;;;;;;X;;
