Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;ExU03ience;Loyalty;Type;PicU03e;Start Year;End Year;x
エル＝アディル;7002782;U03;1973;1998;2004;2012;3;2;1024;0;0;5;1;M556034;1973;2100;x
ロイド＝エルフォード;7002783;U03;1973;1998;2004;2012;2;6;4608;1;0;5;1;L1367;1973;2100;x
ストークス;7002784;U03;1973;1998;2004;2012;3;4;0;0;0;5;1;L1391;1973;2100;x
アル＝アフィズ;7002785;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;M556035;1973;2100;x
アル＝カリク;7002786;U03;1973;1998;2004;2012;2;3;32768;1;0;5;2;M556036;1973;2100;x
カークブライド;7002787;U03;1973;1998;2004;2012;3;4;16384;2;0;5;2;L1454;1973;2100;x
ライスデール;7002788;U03;1973;1998;2004;2012;3;4;4096;0;0;5;2;L556023;1973;2100;x
アロン;7002789;U03;1973;1998;2004;2012;1;8;262271;3;0;5;0;M559008;1973;2100;x
ボイハリン;7002790;U03;1973;1998;2004;2012;3;4;1;1;0;5;0;L559001;1973;2100;x
ダヤン;7002791;U03;1973;1998;2004;2012;2;8;262399;3;0;5;0;L559002;1973;2100;x
エレアザル;7002792;U03;1973;1998;2004;2012;1;7;262399;3;0;5;0;L559003;1973;2100;x
ガナニ;7002793;U03;1973;1998;2004;2012;3;4;128;1;0;5;0;L559004;1973;2100;x
グロロウィッツ;7002794;U03;1973;1998;2004;2012;3;4;0;1;0;5;0;L559005;1973;2100;x
グルンワルド;7002795;U03;1973;1998;2004;2012;3;4;256;1;0;5;0;M559044;1973;2100;x
ハルカビ;7002796;U03;1973;1998;2004;2012;2;5;262271;2;0;5;0;M559039;1973;2100;x
ヘルツル;7002797;U03;1973;1998;2004;2012;3;2;0;1;0;5;0;L559008;1973;2100;x
ラスコヴ;7002798;U03;1973;1998;2004;2012;1;7;262527;3;0;5;0;M559010;1973;2100;x
モファズ;7002799;U03;1973;1998;2004;2012;3;3;1;1;0;5;0;L559010;1973;2100;x
ナルキス;7002800;U03;1973;1998;2004;2012;2;5;262271;2;0;5;0;L559011;1973;2100;x
ラビン;7002801;U03;1973;1998;2004;2012;2;8;262655;3;0;5;0;L559012;1973;2100;x
ローゼンガーテン;7002802;U03;1973;1998;2004;2012;3;6;262271;1;0;5;0;M559041;1973;2100;x
サデー;7002803;U03;1973;1998;2004;2012;1;7;262271;3;0;5;0;L559014;1973;2100;x
サリク;7002804;U03;1973;1998;2004;2012;2;8;262527;2;0;5;0;L559015;1973;2100;x
シャロン;7002805;U03;1973;1998;2004;2012;2;6;262271;3;0;5;0;L559016;1973;2100;x
シェロット;7002806;U03;1973;1998;2004;2012;3;4;2;1;0;5;0;L559017;1973;2100;x
シルバースタイン;7002807;U03;1973;1998;2004;2012;3;4;64;1;0;5;0;L559018;1973;2100;x
シルヴァースタイン;7002808;U03;1973;1998;2004;2012;2;4;1;2;0;5;0;M559040;1973;2100;x
スターン;7002809;U03;1973;1998;2004;2012;3;4;1;1;0;5;0;L559020;1973;2100;x
タネンバウム;7002810;U03;1973;1998;2004;2012;3;4;128;1;0;5;0;L559021;1973;2100;x
タヴォリル;7002811;U03;1973;1998;2004;2012;2;3;0;1;0;5;0;L559022;1973;2100;x
ヤディン;7002812;U03;1973;1998;2004;2012;1;6;262271;3;0;5;0;M559007;1973;2100;x
ザハリ;7002813;U03;1973;1998;2004;2012;3;2;2;1;0;5;0;M559038;1973;2100;x
ゾレフ;7002814;U03;1973;1998;2004;2012;2;7;262271;2;0;5;0;M559043;1973;2100;x
バーナト;7002815;U03;1973;1998;2004;2012;3;4;8192;1;0;5;1;L559026;1973;2100;x
グルンワルド;7002816;U03;1973;1998;2004;2012;3;3;2048;1;0;5;1;M559044;1973;2100;x
クレリッツ;7002817;U03;1973;1998;2004;2012;3;4;1024;1;0;5;1;M559045;1973;2100;x
マチュヴ;7002818;U03;1973;1998;2004;2012;3;3;1024;1;0;5;1;L559029;1973;2100;x
マトゥック;7002819;U03;1973;1998;2004;2012;2;4;0;2;0;5;1;L559030;1973;2100;x
サヤル;7002820;U03;1973;1998;2004;2012;3;3;0;1;0;5;1;L559031;1973;2100;x
ヤアリ;7002821;U03;1973;1998;2004;2012;1;5;4096;3;0;5;1;M559009;1973;2100;x
ベン・エリアフ;7002822;U03;1973;1998;2004;2012;3;4;0;1;0;5;2;L559033;1973;2100;x
ファルカシュ;7002823;U03;1973;1998;2004;2012;3;3;8192;1;0;5;2;L559034;1973;2100;x
ハローツ;7002824;U03;1973;1998;2004;2012;3;3;0;1;0;5;2;L559035;1973;2100;x
ケダール;7002825;U03;1973;1998;2004;2012;3;4;131072;1;0;5;2;L559036;1973;2100;x
ラスコヴ;7002826;U03;1973;1998;2004;2012;1;5;0;3;0;5;2;M559010;1973;2100;x
マギー;7002827;U03;1973;1998;2004;2012;2;4;16384;2;0;5;2;M559046;1973;2100;x
トランペルダー;7002828;U03;1973;1998;2004;2012;3;3;4096;1;0;5;2;L559039;1973;2100;x
ウルフ;7002829;U03;1973;1998;2004;2012;2;4;4096;2;0;5;2;M559047;1973;2100;x
アブカジ;7002830;U03;1973;1998;2004;2012;1;4;64;1;0;5;0;M519048;1973;2100;x
アルント;7002831;U03;1973;1998;2004;2012;3;4;66;0;0;5;0;L519001;1973;2100;x
ベブリゼ;7002832;U03;1973;1998;2004;2012;2;4;128;1;0;5;0;L519002;1973;2100;x
ベリア;7002833;U03;1973;1998;2004;2012;2;2;0;1;0;5;0;M519007;1973;2100;x
バーケルマン;7002834;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L519004;1973;2100;x
ブルシロフ;7002835;U03;1973;1998;2004;2012;1;3;2;1;0;5;0;M519050;1973;2100;x
ブシッチ;7002836;U03;1973;1998;2004;2012;2;3;32;1;0;5;0;L519006;1973;2100;x
チョロカシュヴィリ;7002837;U03;1973;1998;2004;2012;1;4;4;1;0;5;0;M519046;1973;2100;x
クロベック;7002838;U03;1973;1998;2004;2012;3;5;262399;0;0;5;0;L519008;1973;2100;x
ド・バグラチオン;7002839;U03;1973;1998;2004;2012;1;3;0;1;0;5;0;M519049;1973;2100;x
デュ・ムーラン・エッカルト;7002840;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L519010;1973;2100;x
ゴルダシュヴィリ;7002841;U03;1973;1998;2004;2012;2;2;8;0;0;5;0;L519011;1973;2100;x
ヒーバー;7002842;U03;1973;1998;2004;2012;3;3;4;0;0;5;0;L519012;1973;2100;x
カルミッチェ;7002843;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;M519047;1973;2100;x
レチツキ;7002844;U03;1973;1998;2004;2012;2;3;1;1;0;5;0;L519014;1973;2100;x
マグラケリゼ;7002845;U03;1973;1998;2004;2012;3;2;4;1;0;5;0;M519054;1973;2100;x
ムゼチャブキシュヴィリ;7002846;U03;1973;1998;2004;2012;3;2;16;0;0;5;0;L519016;1973;2100;x
ニコラゼ;7002847;U03;1973;1998;2004;2012;2;2;16;1;0;5;0;M519053;1973;2100;x
ヌクリゼ;7002848;U03;1973;1998;2004;2012;2;4;1;1;0;5;0;L519018;1973;2100;x
プリドン＝ズルキゼ;7002849;U03;1973;1998;2004;2012;3;2;0;0;0;5;0;L519019;1973;2100;x
ラジカシュヴィリ;7002850;U03;1973;1998;2004;2012;2;3;16;1;0;5;0;M519051;1973;2100;x
シェルピング;7002851;U03;1973;1998;2004;2012;3;1;0;0;0;5;0;L519021;1973;2100;x
シェヴァルデンゼ;7002852;U03;1973;1998;2004;2012;2;2;16;1;0;5;0;L519022;1973;2100;x
チェルニャホフスキー;7002853;U03;1973;1998;2004;2012;1;4;2;1;0;5;0;M519008;1973;2100;x
ツルキゼ;7002854;U03;1973;1998;2004;2012;2;2;1;0;0;5;0;M519052;1973;2100;x
ウチャシュヴィリ;7002855;U03;1973;1998;2004;2012;2;3;2;1;0;5;0;M519045;1973;2100;x
ヴェプキアゼ;7002856;U03;1973;1998;2004;2012;2;2;256;1;0;5;0;M519060;1973;2100;x
バクラゼ;7002857;U03;1973;1998;2004;2012;2;3;8704;0;0;5;1;M519055;1973;2100;x
バイワー;7002858;U03;1973;1998;2004;2012;3;3;1024;0;0;5;1;M519059;1973;2100;x
ブルシロフ;7002859;U03;1973;1998;2004;2012;1;2;0;1;0;5;1;M519009;1973;2100;x
デマンゼ;7002860;U03;1973;1998;2004;2012;3;3;4608;0;0;5;1;M519058;1973;2100;x
グヴァラゼ;7002861;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L519031;1973;2100;x
ケチー;7002862;U03;1973;1998;2004;2012;3;3;0;0;0;5;2;L519032;1973;2100;x
ムール;7002863;U03;1973;1998;2004;2012;3;3;4096;0;0;5;2;M519064;1973;2100;x
ヴェプキアゼ;7002864;U03;1973;1998;2004;2012;2;2;0;1;0;5;2;M519060;1973;2100;x
フォン・ファルケンハイン;7002865;U03;1973;1998;2004;2012;2;3;8192;1;0;5;2;M519063;1973;2100;x
フォン・ランツァウ;7002866;U03;1973;1998;2004;2012;3;3;0;1;0;5;2;L519036;1973;2100;x
ウォーランド;7002867;U03;1973;1998;2004;2012;3;2;0;0;0;5;2;L519037;1973;2100;x
